Speaker,Transcription,Transactivity,Regulation,dialog_id,Transactivity 
LC,"I think we I can start. And then I can start doing the analysis and results like, I mean can we start like let's say tomorrow?",EXT,,SC1 12.08,
AS,"Yeah, so you have it do tonight then our into our parts do tonight. Yeah, that's fine. ",QC,,SC1 12.08,
HA,Yeah I will.,QC,,SC1 12.08,
AS,"I'll do it now. Essentially to be honest. Uh, and then I did make a. I don't know if you guys saw I didn't make a another sheet. Another file, as I usually do. uh, what's it called? CSCL papers structure and task list. And I just wrote down all the things that maybe we need to do is just based on what Maria was saying as well.",EXT,,SC1 12.08,
AI,Mhm,QC,,SC1 12.08,
AS,"Yeah, can I share my screen for one second? Is that OK?",ELI,,SC1 12.08,
AI,Sure.,QC,,SC1 12.08,
LC,"Yeah, sure I don't xxx",QC,,SC1 12.08,
HA,Yeah xxx right?,ELI,,SC1 12.08,
AS,"Yeah, so here so I don't know if if we want to add things.",EXT,,SC1 12.08,
LC,Oh wow.,QC,,SC1 12.08,
AS,"Like I I the introduction, I got, 'cause obviously that's my part and the method I like, you know, we collect this data. We wrote the skeleton and then we'd come compiled this statistical data. Like all those Xs is in the method, we need to give LC that information, right? She's she shouldn't have to go read through all of them and figure it out or.",EXT,,SC1 12.08,
LC,"Uh, what do you mean by? Oh the statistical data? ",ELI,,SC1 12.08,
AS,Yeah.,QC,,SC1 12.08,
LC,"Well, I don't. I'm not sure that goes into the method, but into the results.",EXT,,SC1 12.08,
AI,Yeah.,QC,,SC1 12.08,
AS,"I would just I would just following what you wrote, like it in the method section you had all of these Xs. Like we we we read this many articles we use this many.",EXT,,SC1 12.08,
LC,"Yeah, but like that's that's what we they overall above we found of like the methodology of that what we're using the the data, the statistical data. It's going into the result like.",CON,,SC1 12.08,
AS,Hmm,QC,,SC1 12.08,
LC,"Which articles got relevant, just artistical differences and so on.",CON,,SC1 12.08,
AS,"OK, so that should be an analysis and results OK.",QC,,SC1 12.08,
LC,"Yeah, so all the results should actually actually include like some sort of statistical information like not only if it worked or it didn't, but it. How did it work? Like how relevant? Or what proves did they use or like the tests whatever.",EXT,,SC1 12.08,
AS,So when should we give that to you? By then that's tomorrow as well.,ELI,,SC1 12.08,
AI,"Tomorrow ideally, yeah.",QC,,SC1 12.08,
AS,"So by December 9th grade. OK. And then the discussion and limitations. EN, are you still there? Is he still here? Yeah, so when we have.",ELI,,SC1 12.08,
EN,"Or yeah, I'm gonna.",QC,,SC1 12.08,
AS,"Yeah, So what she said was when we had the analysis, we should interpret the analysis more in depth. So this part really can't start until the analysis is done, right?",ELI,,SC1 12.08,
AI,Kind of yeah.,QC,,SC1 12.08,
AS,"Yeah, so how does this support the research questions? How do we confirm the hypothesis? implications in teaching classrooms and etc. right?",ELI,,SC1 12.08,
LC,Yep.,QC,,SC1 12.08,
AS,Does that make sense Emanual?,ELI,,SC1 12.08,
EN,Yeah it does it does.,QC,,SC1 12.08,
AS,OK. And then recommendations for the future. This is a manual HA again. Uhm I think personally it would be fair if we. All thought of the limitations and potential from each of the articles we read and then give this to Emanual analysis too.,EXT,,SC1 12.08,
AI,"They can already note down the aspect of we're not. We're on our in our first semester, so we don't really know how to write an article. That's the biggest limitation so far, you know.",INT,,SC1 12.08,
AS,Yeah. ,QC,,SC1 12.08,
HA,I think.,QC,,SC1 12.08,
AI,"She did say that then we can use that because you know, we don't.",EXT,,SC1 12.08,
AS,We are a limitation 'cause we don't know anything. ,EXT,,SC1 12.08,
AI,We are the limitations. ,QC,,SC1 12.08,
AS,because we are newbies. ,QC,,SC1 12.08,
HA,Yeah.,QC,,SC1 12.08,
EN,"Oh wow, OK. Here comes newbies ",QC,,SC1 12.08,
AS,"OK, so when for the other stuff when should we give this to a manual HA by?",EXT,,SC1 12.08,
AI,"At LC and I will be done by tomorrow, right? Or at least, we'll have some baseline going. So for Friday you know you could already maybe work with that.",ELI,,SC1 12.08,
LC,"Yeah. So like tomorrow, midnight is our deadline, right?",ELI,,SC1 12.08,
AS,Yeah,QC,,SC1 12.08,
AI,"In time, yeah.",QC,,SC1 12.08,
HA,"Midnight, yeah.",QC,,SC1 12.08,
LC,OK,QC,,SC1 12.08,
HA,Actually ,EXT,,SC1 12.08,
AS,"Tomorrow midnight would be LC and AI for doing the work. So our deadline, everybody for giving you the analysis. It should be before that 'cause you should be doing the work right.",EXT,,SC1 12.08,
AI,By tomorrow morning then. You know?,ELI,,SC1 12.08,
AS,"Yeah, OK, so this should be December 9th AM. Great.",QC,,SC1 12.08,
LC,I'll start working on that literally at in the afternoon.,EXT,,SC1 12.08,
AS,Yeah.,QC,,SC1 12.08,
AI,"I have time at night so we done by 9. No, I'm joking, I mean.",EXT,,SC1 12.08,
AS,This would be December 10:00 PM. And this should be given by the December 10 AM.,EXT,,SC1 12.08,
HA,"So you mean that like everyone send us kind of like their recommendation, anything and then we will put it together in that pattern? So and I also write out my recommendation and like polishes structure it right?",ELI,,SC1 12.08,
AS,Uh-huh,QC,,SC1 12.08,
HA,Yes.,QC,,SC1 12.08,
AS,we can maybe do December 11th right this Saturday. Because I only need this because I will need this Sunday to do this. So I like 'cause I can't do the conclusion till everybody's done right.,EXT,,SC1 12.08,
AI,"In theory no. The thing is we could like try to do conclusions and recommendations, not dependent on the other aspects you know.",CON,,SC1 12.08,
AS,OK OK ,QC,,SC1 12.08,
AI,The analysis I get that like we need to now analyze it first before we can really like. You know?,EXT,,SC1 12.08,
AS,Yeah.,QC,,SC1 12.08,
AI,But the other aspects I think. We can all just.,EXT,,SC1 12.08,
LC,"I think we need to wait. No, I don't need their unnecessary because otherwise there will be disconnected of what we are finding.",CON,,SC1 12.08,
AI,"Yeah, OK.",QC,,SC1 12.08,
LC,"But like with net with the analysis. I mean after the analysis of a of a book. You know, uh, everything else can be done.",EXT,,SC1 12.08,
HA,Yeah.,QC,,SC1 12.08,
AS,"OK, so should it should be. It should be apply for a specific time then and then meet again on Sunday just to go over it?",ELI,,SC1 12.08,
HA,Sunday.,EXT,,SC1 12.08,
AS,"It is due on Monday, right?",ELI,,SC1 12.08,
AI,"Again, it's not the full article, it's the peer review thing.",EXT,,SC1 12.08,
AS,"OK, so maybe on Sunday then we don't have to meet but we can all just like really read it just so that we know what's going on.",EXT,,SC1 12.08,
LC,"Yeah, like if it's, it's not necessary that we like if someone has anything to do on Sunday. It's fine. Like we've we've all been working a lot, but like don't worry bad like the ones that can do it. Uh, yeah, let's go through it and it's like change little details, maybe if necessary.",QC,,SC1 12.08,
AS,"OK, make it cohesive, basically yeah.",QC,,SC1 12.08,
HA,"Actually, the due date for Peer review is 14 it Tuesday, so we are we on or also have the the Monday to finalize.",EXT,,SC1 12.08,
LC,"Yeah, we have the whole Monday.",QC,,SC1 12.08,
AS,Or we have Monday. Are you guys sure 'cause we've been wrong before?,ELI,,SC1 12.08,
HA,"Yeah, sure, I'm sure. So this it is a due date is a 14 right and 14 is Tuesday.",QC,,SC1 12.08,
AS,So we have the Monday.,EXT,,SC1 12.08,
LC,"So it should be Monday, midnight or something like that, that's why.",EXT,,SC1 12.08,
HA,But do we need to meet on Monday or? Something like that.,ELI,,SC1 12.08,
AI,Could try meeting on Monday.,QC,,SC1 12.08,
AS,"Target, yeah, let's see them so that we can change all the dates, then right? So this will be December 11th.",EXT,,SC1 12.08,
AI,"No wait, no no no no stop changing. ",CON,,SC1 12.08,
HA,No it it’s xxxx ,CON,,SC1 12.08,
AS,December 10th OK OK OK. ,QC,,SC1 12.08,
HA,What is PM like this?,ELI,,SC1 12.08,
AS,Of night time.,QC,,SC1 12.08,
AI,In 10.,QC,,SC1 12.08,
HA,Yeah yeah yeah yeah yeah.,QC,,SC1 12.08,
AS,"So everything so we should be done by Saturday, then December 10th or Friday. Everything should be done by Friday. Is that what we're saying?",ELI,,SC1 12.08,
LC,Yeah.,QC,,SC1 12.08,
AI,"xxx, sadly, UM messages, almost an introduction and cover page don't have a due date yet.",EXT,,SC1 12.08,
AS,Yeah,QC,,SC1 12.08,
AI,I guess you could. I don’t know. By Friday by Saturday.,EXT,,SC1 12.08,
AS,We…,EXT,,SC1 12.08,
LC,I think Saturday it's like.,EXT,,SC1 12.08,
AS,"yeah, well, I'll finish this. I'm happy. She said that it look pretty good. Thank God. Uh.",EXT,,SC1 12.08,
AI,Are you feeling good job man? You both did. I'm super proud of you and happy that you haven't like wow.,QC,,SC1 12.08,
LC,"Yeah, definitely.",QC,,SC1 12.08,
AS,And then the cover page. Anybody want to take responsibility for that?,ELI,,SC1 12.08,
HA,I can.,QC,,SC1 12.08,
LC,I can do that.,QC,,SC1 12.08,
HA,I can do that as well.,QC,,SC1 12.08,
AS,"HA, you have so many things though. Yeah, OK, well that's the HA and AI.",EXT,,SC1 12.08,
EN,xxx,EXT,,SC1 12.08,
AS,I think you both said you'll do it.,EXT,,SC1 12.08,
AI,Alright.,QC,,SC1 12.08,
AS,Who's who's talking? I don't know. It's always cut screen is always covered.,ELI,,SC1 12.08,
EN,"Yeah, it's very I just I just wAI I just wanted to say something yeah so. I work in primary school grade school with kids so most times when I'm in meetings, you probably know it's always noisy because there's only some kids somewhere like some bunch of kids trying to make noise. And so I'm just trying to apologize. I don't know. Probably in case you sometimes I have to like. I have to shout at them to put them in check. I'm like in the admin so like.",EXT,,SC1 12.08,
AS,"Yeah, yeah, don't worry, I assumed you were in a classroom. You can tell you're in their classroom, even worry about it.",QC,,SC1 12.08,
LC,No worries.,QC,,SC1 12.08,
AI,Yeah,QC,,SC1 12.08,
EN,Sorry,EXT,,SC1 12.08,
AS,"Alright, so. We're aiming to be done everything by Friday then.",EXT,,SC1 12.08,
AI,"Yeah, kind of.",QC,,SC1 12.08,
LC,Yeah,QC,,SC1 12.08,
AS,"Uh, HA xxx leave because I just like she added that new table, but I feel like that new table is going to complicate things more because we now we have more.",EXT,,SC1 12.08,
LC,"No, no, oh you know what I was thinking about the table that HA put like? That's not that shouldn't be a table precisely, but that's all the information that should go read in into the Introduction …",EXT,,SC1 12.08,
AI,"Yeah, exactly.",QC,,SC1 12.08,
LC,…like it just just somehow…(gesture),EXT,,SC1 12.08,
AS,"Bridge it yeah yeah yeah. Yeah, so I hope she's OK with that because I'm like is that we need to finish so I'm just gonna like kinda continue finishing an introduction.",EXT,,SC1 12.08,
LC,"Yeah, I think it's gonna be because yeah we need to get that.",QC,,SC1 12.08,
EN,Uhm…,EXT,,SC1 12.08,
AS,"You know what I mean, right? Like? Hey, here's a table I'm just gonna take it apart and put it.",EXT,,SC1 12.08,
